Age,Gender,Department,Job_Title,Years_at_Company,Satisfaction_Level,Average_Monthly_Hours,Promotion_Last_5Years,Salary,Cluster_Label
51,0,1,2,2,0.4686906126889296,245,0,66868,3
52,1,2,1,10,0.904524710882748,178,0,42015,5
32,1,2,3,5,0.6762723023009716,227,0,35610,5
32,0,0,0,1,0.6211001594690516,216,0,31053,5
42,0,1,4,10,0.6740807360007953,167,0,90843,4
37,0,4,0,6,0.2154814453295584,195,0,51874,3
40,0,2,0,1,0.9206892504996232,151,0,60973,3
41,1,4,0,9,0.7516758257044254,157,0,92988,4
28,1,4,4,8,0.7388170621493996,241,0,73737,3
25,1,2,2,2,0.3928065964727961,153,0,34192,5
38,1,2,0,9,0.0079192482350217,178,1,37243,5
32,0,1,0,7,0.0706451087667084,196,0,78476,4
54,0,2,4,2,0.031009276234046,221,0,71440,3
49,0,4,4,7,0.4579359944378337,207,1,46454,5
45,1,0,4,10,0.1858628488385413,167,1,49610,5
34,1,1,1,1,0.9267072911908804,160,1,41420,5
33,1,3,2,7,0.4422202229750501,206,0,50645,3
55,0,2,1,2,0.1376687659773717,192,1,45102,5
48,0,1,3,2,0.8458703937684675,155,1,34447,5
43,0,2,1,9,0.104432199275361,234,0,70513,3
45,0,2,1,7,0.6404883103374313,194,1,63571,3
49,1,2,1,1,0.8323388901767165,200,0,44560,5
27,0,4,3,7,0.5086834121006804,187,0,48784,5
32,0,3,4,8,0.9600163470478792,168,1,31815,5
35,1,1,1,9,0.7519549784918638,175,0,37004,5
41,1,4,0,6,0.0852094654419265,247,0,81385,4
32,0,1,1,9,0.1976383920397513,159,0,75317,4
54,1,3,1,10,0.9158851822653146,166,1,69252,3
40,1,3,4,7,0.9393843948205108,211,0,60839,3
58,1,3,1,2,0.4344810203202304,209,1,58506,3
37,0,0,0,1,0.3209913605991867,193,0,57200,3
51,0,4,2,3,0.3456180000989538,219,0,69582,3
29,0,1,3,8,0.2611470186530066,220,1,89766,4
39,1,4,4,6,0.0660869030508192,151,0,59173,3
58,1,2,3,6,0.3553715265143388,158,0,32272,5
46,0,4,4,4,0.4373269286907989,220,1,40220,5
50,0,3,1,2,0.9492517718105457,214,0,37334,5
37,0,2,2,4,0.749325080379094,204,1,57260,3
42,1,3,4,7,0.2123107215564157,179,0,83920,4
25,0,1,0,4,0.2011488085849492,206,0,98845,4
57,0,0,2,2,0.7487456067446843,157,0,81252,4
45,0,3,2,10,0.2613088134643575,225,0,77244,4
47,0,4,1,2,0.4292845624566117,215,1,58627,3
40,1,4,0,4,0.0149018747818255,151,1,35798,5
27,1,3,1,1,0.7231132927379438,215,0,47841,5
46,1,2,2,7,0.6075992168396995,188,1,35265,5
45,1,3,0,10,0.4597407277363399,155,0,99071,4
53,0,3,3,5,0.926643518279964,215,1,55071,3
44,0,3,1,10,0.5213643908031745,155,0,31472,5
27,1,4,3,1,0.2623096670985038,156,1,52874,3
51,0,2,0,5,0.9039652677068304,170,0,91705,4
57,1,3,0,7,0.7307939495019227,223,0,54467,3
45,1,0,3,5,0.1128565684997724,195,1,66229,3
56,0,0,4,5,0.4992961742379752,213,0,64140,3
57,1,0,0,2,0.4817442364895683,161,0,60858,3
33,0,3,2,1,0.9164612637717304,249,1,48447,5
41,1,4,4,4,0.720447739749927,222,1,34152,5
31,1,1,2,4,0.8644199492712148,162,1,83201,4
29,0,4,1,9,0.8928211742691192,229,0,47406,5
34,1,2,4,7,0.9205307626503776,172,1,52122,3
41,0,0,0,3,0.949071155703,226,1,96167,4
46,1,2,4,8,0.7320357374578189,233,1,34983,5
30,0,2,2,9,0.8244599110189983,182,1,67919,3
45,1,0,2,7,0.2377073788458646,161,1,90686,4
59,1,2,4,9,0.6781707431826083,237,0,69158,3
38,0,2,4,9,0.5163346267745043,183,1,38395,5
34,1,2,0,2,0.2092821437166045,194,0,80428,4
29,1,3,3,4,0.4212820942013064,162,0,35568,5
31,1,4,0,3,0.2315310068217193,233,0,63229,3
30,1,4,1,10,0.1472559919594062,171,0,61098,3
42,0,1,3,6,0.7369084429397413,233,1,32252,5
50,1,4,2,2,0.7439983363597694,246,1,83793,4
37,0,2,0,9,0.6070274084729331,152,0,93376,4
58,1,1,4,10,0.6748343768829334,209,1,70785,3
25,1,1,4,3,0.0546759743574396,180,0,44251,5
44,0,3,1,1,0.3756395412504751,215,1,42122,5
49,0,2,0,8,0.0745366862994341,190,1,32476,5
30,1,2,4,4,0.773209220450679,248,1,37819,5
54,0,3,1,10,0.8350643895930558,165,1,93647,4
44,0,1,3,6,0.7258355944896595,155,0,84642,4
33,1,1,1,6,0.3242058183041204,211,1,81179,4
42,0,4,1,6,0.8748059553816854,161,0,60684,3
30,0,0,2,3,0.330097053200146,203,1,36342,5
25,1,3,1,7,0.1485177976169798,233,1,87748,4
43,0,4,4,7,0.772273779685441,204,0,52281,3
50,0,2,2,2,0.4852178471783338,170,1,70312,3
32,0,2,2,1,0.4316645100356093,178,0,87579,4
29,0,4,4,2,0.2141892930578047,213,1,35273,5
37,1,1,0,9,0.8510489800188509,202,0,53055,3
46,0,1,4,7,0.5387003622438757,213,0,63425,3
49,0,4,4,1,0.2700459136247081,215,1,67147,3
32,1,1,3,5,0.0598648869818267,229,0,81642,4
47,0,2,2,5,0.290019226763068,182,0,33311,5
52,1,3,0,2,0.6960628667818334,164,1,38735,5
59,1,2,3,8,0.4244521438954887,232,0,43794,5
53,1,2,4,1,0.5358590591960155,177,0,73721,3
30,0,0,2,10,0.398685265853746,164,1,68051,3
52,0,2,1,8,0.6557074959004799,160,0,69512,3
34,1,1,3,3,0.2349553746151401,238,0,37456,5
28,0,3,4,4,0.962189509444676,166,0,66268,3
55,0,0,2,1,0.200789301868004,170,1,85073,4
40,1,3,0,1,0.804374129310682,219,0,44704,5
47,0,2,0,7,0.8890446727415144,211,0,94130,4
26,0,4,1,7,0.1076865396854509,245,0,66024,3
50,0,0,2,1,0.3613422175949536,227,0,91504,4
56,0,2,3,7,0.3567419393446823,189,1,94294,4
42,0,2,1,1,0.6701467559072453,235,0,89725,4
58,1,4,2,2,0.3321147944131318,217,0,31435,5
47,1,4,2,7,0.4267792705060792,186,0,93028,4
47,1,2,2,4,0.2221047395066716,202,1,48251,5
32,0,2,3,7,0.8526088566609565,152,0,77213,4
26,1,3,0,5,0.9731695418009249,178,0,83381,4
33,0,1,1,8,0.2593869691230984,232,0,42945,5
40,0,0,0,7,0.5626985139677804,172,0,75542,4
56,0,0,2,10,0.0692331121374096,156,1,67058,3
56,1,3,4,4,0.1920801545673774,229,1,53211,3
39,1,2,1,4,0.9048225034098516,223,0,96208,4
36,0,4,0,10,0.4782764904328251,205,1,68372,3
55,0,3,4,2,0.0207210546711844,222,0,62728,3
40,0,3,0,6,0.6549933874999715,226,0,59461,3
38,1,3,0,8,0.4756485832742946,223,1,38343,5
42,0,1,0,7,0.1135191903357104,232,1,94611,4
38,1,1,2,6,0.3940494300775718,240,1,67607,3
32,0,3,1,8,0.4007102306852231,216,0,46446,5
52,1,1,4,9,0.2158958470693217,245,1,38896,5
48,0,2,0,10,0.5278602043135839,178,1,92936,4
42,1,3,3,5,0.5266178103758654,185,0,46249,5
29,1,1,0,2,0.1768084400669147,223,1,35813,5
51,1,2,4,1,0.6848440154803075,161,1,97101,4
52,0,1,2,2,0.9500950055958152,228,0,90009,4
46,1,1,4,3,0.8123087852137085,245,0,45968,5
34,1,4,3,10,0.4360902951025647,212,1,32193,5
30,1,1,3,10,0.1476029083896921,227,0,96568,4
36,1,3,3,3,0.4869831968804505,175,0,80787,4
30,0,1,4,2,0.0213718760946267,183,0,47600,5
46,1,2,1,7,0.1237130031742629,180,1,35529,5
49,1,3,1,9,0.8627126431260436,228,0,51575,3
41,1,1,2,7,0.9569206477006452,186,1,71559,3
43,0,2,1,7,0.0614079768998598,168,0,87535,4
25,1,0,1,4,0.2216815617213515,207,1,67056,3
47,0,4,1,6,0.95665244288659,223,1,35721,5
44,0,1,3,2,0.1865191545824819,230,1,51316,3
48,1,2,2,3,0.0854957559382084,248,0,35963,5
56,0,2,2,3,0.3466000136696293,249,0,37800,5
55,1,3,2,6,0.4322984862305501,248,1,32960,5
59,1,4,0,4,0.8570366760578936,196,1,65864,3
54,0,0,3,3,0.2281929904473582,241,1,38981,5
50,0,4,3,8,0.3237679554937616,150,1,87741,4
56,0,4,4,6,0.1072324184272185,175,1,75531,4
26,1,3,0,7,0.8046857211542401,191,0,46324,5
34,0,0,4,1,0.8130486946103281,230,0,48196,5
33,1,3,3,9,0.2662324161021366,228,0,50262,5
54,1,3,2,9,0.2091251514192021,165,0,76960,4
49,0,3,4,10,0.3154900012749525,216,0,90788,4
42,1,4,4,9,0.4533555542379646,203,1,68415,3
44,1,1,0,8,0.2617943393894157,193,0,37796,5
40,1,2,3,2,0.9833239936368858,170,1,37291,5
59,1,3,1,7,0.4008619079151012,155,1,52160,3
50,0,1,2,3,0.7862337379593178,216,1,53097,3
52,0,1,1,2,0.1013327466565335,226,0,58666,3
32,0,1,2,8,0.3287770910149319,173,1,93766,4
57,1,2,3,8,0.6361624064926745,183,0,55216,3
37,0,4,4,4,0.6300031718936397,221,1,52385,3
44,1,0,1,5,0.1784214097752654,228,1,53084,3
44,0,2,4,3,0.3873973613366734,217,1,58556,3
57,1,3,1,4,0.7438680851150393,157,1,64696,3
48,1,1,0,2,0.0752314962513943,163,1,97670,4
52,0,0,0,3,0.155503386494508,175,0,78446,4
29,1,2,4,2,0.743809719941609,150,0,69135,3
54,0,1,1,6,0.1059544046978843,225,0,35597,5
48,1,2,1,9,0.2016355779110776,214,0,52845,3
37,0,4,1,1,0.2097879578504016,248,1,96848,4
38,0,3,2,5,0.6216113367748421,154,0,98956,4
54,1,3,3,8,0.2436772305997875,187,0,42217,5
57,1,4,1,10,0.9614937334659652,170,1,64197,3
37,1,0,0,10,0.9999772724800344,157,0,86167,4
41,1,2,4,5,0.284980442096682,233,0,50319,5
47,0,1,4,1,0.3219388780603254,184,1,98703,4
30,1,2,4,6,0.984407189513569,245,0,87689,4
48,1,0,2,4,0.9806987924988646,238,0,63365,3
46,0,3,0,3,0.3224164844824373,239,1,39883,5
45,1,2,2,4,0.7624603392634594,201,0,81628,4
38,0,4,0,10,0.2283437358196289,213,1,72043,3
49,1,4,0,8,0.7866650165562891,155,1,37113,5
41,1,0,1,5,0.5727368149757425,218,1,74360,3
41,1,3,1,4,0.4898462590451276,168,1,48258,5
58,1,2,4,1,0.7663230191243772,178,1,78851,4
46,0,0,1,1,0.068393738383592,169,1,49134,5
28,1,0,2,2,0.019367478943716,177,1,88384,4
36,1,2,0,5,0.770280109873264,173,0,65839,3
31,1,1,3,6,0.4655246525147328,240,0,66024,3
51,1,4,1,4,0.6455477311819424,190,1,61327,3
41,0,3,0,7,0.4587861666729169,169,1,76520,4
51,1,4,4,10,0.4339423869202531,165,0,59104,3
50,0,4,0,5,0.5105835775399054,173,1,94861,4
53,1,4,0,7,0.5058613496808848,239,1,99361,4
33,0,2,0,7,0.1537411309642372,218,1,52248,3
30,1,3,0,7,0.3942105708288722,152,0,66677,3
28,1,4,2,5,0.4584638156323471,156,0,42179,5
31,0,1,1,10,0.8916391165566242,181,1,40362,5
55,0,0,4,3,0.1050513203706947,242,0,38104,5
54,0,3,4,7,0.0208396337138228,247,0,46263,5
34,1,4,0,10,0.2166831396493005,181,0,85641,4
41,0,1,3,5,0.1576749246306789,184,0,54831,3
40,1,0,2,5,0.2174351886167469,187,0,50096,5
28,1,3,4,4,0.1036288484057481,159,0,86012,4
43,0,0,4,2,0.0127083246575461,210,0,42585,5
45,0,4,4,8,0.9696432252969862,235,0,60146,3
52,0,0,0,6,0.0486414054591625,248,1,72136,3
36,1,4,4,5,0.8038023798435385,211,1,85195,4
26,0,4,4,8,0.6495113021328073,161,0,68549,3
49,1,2,3,10,0.5498873600132886,210,0,37574,5
40,1,4,1,10,0.810484261501227,240,0,57209,3
28,0,0,1,9,0.2151602421075196,193,0,84814,4
56,0,2,0,6,0.0220377888473528,246,0,63416,3
39,0,2,3,10,0.6506147687307012,172,0,80189,4
53,0,0,1,9,0.2098826893241567,216,0,67793,3
32,1,2,2,10,0.4716301697901877,163,0,60017,3
45,1,1,1,10,0.7011042723380201,229,1,97497,4
26,0,2,4,4,0.1075822930663591,227,1,80647,4
58,1,1,3,7,0.3004701914367061,152,1,36566,5
57,1,4,2,5,0.8721557499138762,202,1,74675,4
31,1,1,1,7,0.9476901045179188,243,0,33757,5
33,1,3,2,5,0.6170527322062637,205,0,30394,5
54,0,1,3,6,0.8788255492921696,152,0,51522,3
41,0,3,1,5,0.1321944827933899,230,0,80031,4
45,1,0,1,2,0.0562871371352421,221,1,59666,3
34,1,1,0,2,0.7965255847942795,233,0,96750,4
49,1,4,1,8,0.3762658649766637,217,0,38406,5
40,0,1,0,8,0.4105278790964494,241,0,63301,3
49,1,3,0,7,0.2879065205487834,241,0,75992,4
40,0,4,1,2,0.7761383918994036,171,0,59859,3
53,0,1,4,6,0.5564725440616477,167,1,75826,4
58,0,1,0,2,0.958490392217687,235,1,73092,3
29,0,1,1,7,0.8713708888354867,210,1,41009,5
57,1,0,3,6,0.4813370336781987,179,1,30194,5
41,1,4,3,9,0.6954038800143041,169,1,41972,5
48,0,4,0,8,0.6481939634855162,196,1,84317,4
45,1,2,3,8,0.7255182219224305,163,0,98646,4
43,1,1,3,5,0.3467266495632437,208,1,41035,5
40,0,1,3,6,0.5167788316752226,165,1,50803,3
32,0,1,3,3,0.2981683980076915,159,1,80233,4
39,1,4,4,8,0.920740421039858,232,0,76158,4
33,0,3,2,7,0.0589563114417999,211,1,97965,4
44,0,2,1,8,0.6330617441737039,242,0,79354,4
26,0,4,0,2,0.8554305347854086,205,0,80344,4
45,0,4,0,4,0.2860544949731644,206,0,60002,3
47,1,2,4,9,0.5627999698014219,239,1,48501,5
50,0,3,3,10,0.2205208893383007,222,1,30335,5
54,0,2,1,10,0.3311844191333024,165,1,67747,3
26,1,3,0,3,0.6762287610270031,176,1,30099,5
54,1,3,3,9,0.2792337330328452,183,0,50875,3
56,1,1,3,2,0.65162912393342,189,1,94871,4
51,1,0,4,2,0.4237669554363124,175,0,54704,3
36,1,0,4,5,0.008963532688144,248,1,89084,4
47,1,0,2,7,0.6005242653586182,202,0,50516,5
59,1,1,2,7,0.2222705069714097,229,1,95026,4
27,0,0,2,2,0.7421485351046319,211,1,87852,4
39,0,1,4,7,0.7136084660487285,221,0,82478,4
52,0,0,2,3,0.3891799238440878,196,1,83804,4
27,0,3,3,6,0.5970832873256853,228,0,76223,4
49,0,3,1,8,0.0285078533333527,231,1,85150,4
54,0,2,3,1,0.798520719631728,214,1,75319,4
30,0,4,0,5,0.5405607139695657,175,0,43997,5
39,0,3,4,10,0.0539957676862078,152,1,48786,5
28,1,0,2,6,0.5941250057371248,228,1,59352,3
38,1,2,0,10,0.7650746403780602,210,1,37246,5
36,0,0,2,9,0.659800670360653,248,0,98348,4
43,0,4,3,6,0.8186821276333484,230,0,43525,5
36,0,2,0,8,0.66954986856726,233,0,64524,3
27,1,1,2,3,0.101518306547187,196,0,99501,4
52,1,3,4,7,0.3815025844117866,221,0,92350,4
36,1,3,2,6,0.1116861588447785,242,0,95104,4
27,0,3,3,1,0.1630912267936473,182,1,35209,5
30,0,4,4,7,0.6157508088140333,207,0,75131,4
41,1,2,1,10,0.1953458074352594,219,1,65682,3
27,0,4,2,7,0.6722153773426006,243,1,65730,3
57,0,1,0,6,0.6961337414839491,219,1,45592,5
50,1,1,4,7,0.914640282961798,239,0,60283,3
25,1,0,3,4,0.5946349518386737,201,1,70805,3
30,1,3,2,7,0.2181941385468281,222,0,55096,3
50,1,1,1,3,0.571187198456714,191,1,88532,4
45,1,3,3,1,0.0571076392084856,155,1,49746,5
29,0,0,1,3,0.904200625964292,180,0,32574,5
39,0,2,0,6,0.6608567501851098,198,0,86674,4
52,1,1,1,2,0.7887659264891739,227,1,30359,5
33,0,1,1,5,0.6185351599675583,204,1,42829,5
50,0,1,0,1,0.6007464280153564,156,0,85323,4
31,0,4,4,8,0.7498013163768511,165,0,57770,3
33,0,2,2,6,0.3015212975786565,168,1,94407,4
32,0,3,3,6,0.6280225121808516,208,1,70299,3
58,1,0,1,7,0.6823400303349135,233,1,72993,3
33,1,2,2,2,0.8539872082282832,241,1,88638,4
41,0,4,1,7,0.9274225122067946,152,1,55651,3
35,0,0,4,7,0.0986102969456647,183,1,74369,3
43,1,3,4,8,0.1249736042658323,219,1,69749,3
46,0,3,2,3,0.3767690018671086,235,0,76417,4
49,1,4,4,6,0.9722214144542276,153,0,57893,3
44,1,1,0,8,0.4075607563102211,188,1,77127,4
39,1,0,4,7,0.1736236783629254,209,1,30262,5
39,0,1,0,9,0.7320832783838206,202,1,69919,3
56,1,1,0,3,0.7085857031728879,159,0,99423,4
27,0,1,0,4,0.4469667668538275,212,0,81306,4
48,0,1,0,7,0.5484576334636269,203,1,90845,4
51,1,3,3,8,0.0861976666624583,249,0,44648,5
39,1,2,1,10,0.7428436567763617,150,0,57973,3
59,0,2,4,9,0.3251268153346212,180,1,85023,4
33,0,3,1,8,0.3502416717363903,244,1,33648,5
34,1,0,4,5,0.2772848492771976,165,0,64526,3
54,0,1,4,5,0.320043844824578,229,1,90433,4
41,0,2,3,6,0.0048455687522015,234,1,46499,5
49,1,0,0,8,0.3513060042948617,152,0,57886,3
50,1,3,4,4,0.5274700493111055,167,1,30382,5
54,0,4,4,9,0.9290526739359252,209,0,57795,3
27,0,1,3,8,0.3342980480865616,185,1,82983,4
55,0,4,1,4,0.7388819650387811,179,1,39382,5
53,1,3,3,9,0.6217842310270022,195,0,67033,3
37,0,4,2,8,0.1353033369533748,235,1,86929,4
30,1,3,0,5,0.9213256917719672,164,0,79455,4
28,1,3,2,3,0.6104725426967769,206,0,34442,5
29,0,1,2,3,0.69737520327081,216,1,59042,3
55,1,2,4,9,0.7961273097582663,164,0,39553,5
52,0,1,0,1,0.439422403020958,242,0,53320,3
55,0,4,3,9,0.9141923419389324,235,1,33077,5
27,1,2,2,2,0.716926597331819,173,0,32770,5
45,1,2,3,10,0.5737178170976025,216,1,96585,4
45,0,3,4,8,0.0937042804752162,194,0,85864,4
34,1,1,4,4,0.3820037149848587,211,1,68139,3
51,0,0,1,8,0.7184663018816069,210,1,32327,5
36,0,2,4,9,0.5585117784091431,182,1,65638,3
47,1,0,0,2,0.8896207566466521,243,0,78726,4
46,0,4,2,8,0.9550947163759048,176,1,79044,4
50,1,2,0,1,0.4311521320570114,154,0,30181,5
37,0,4,3,2,0.3048127149098943,241,0,74383,3
59,1,1,3,1,0.9405101237886104,159,0,73220,3
